index,model,item,sentence_id,correct_form,sentence,incorrect_form,incorrect_sentence,mutation_type,trigger_type,specific_trigger,correct_nll_mean,incorrect_nll_mean,delta,layer_nll_correct,layer_nll_incorrect
0,goldfish-models/cym_latn_100mb,"<bound method IndexOpsMixin.item of item                                                                  0
sent_id                                                               0
source                https://www.bbc.com/cymrufyw/erthyglau/cx2d29p...
correct_sentence      Oedd y fflam yn cael ei phasio o un gymuned i'...
correct_form                                                     phasio
lemma                                                             pasio
mutation_type                                                        AM
trigger_type                                                          L
specific_trigger                                                     ei
token_id                                                            7.0
prev_word                                                            ei
incorrect_form                                                    pasio
incorrect_sentence    Oedd y fflam yn cael ei pasio o un gymuned i'r...
num_diffs                                                             1
Name: 0, dtype: object>",0,phasio,"Oedd y fflam yn cael ei phasio o un gymuned i'r llall, ac ym mhob cymuned wedyn roedd digwyddiadau fel gigs a gweithgareddau i gydfynd â'r ras.",pasio,"Oedd y fflam yn cael ei pasio o un gymuned i'r llall, ac ym mhob cymuned wedyn roedd digwyddiadau fel gigs a gweithgareddau i gydfynd â'r ras.",AM,L,ei,3.8679197147621642,3.925709345524332,0.05778963076216792,"[10.745987973894392, 10.15683822631836, 9.769482367379325, 9.325488676343646, 8.855893734523228, 8.465840816497803, 8.035041918073382, 7.666941561017718, 7.219239003317696, 6.8173031193869456, 6.505247449874878, 6.319284275599888, 3.8679197147621642]","[10.7351742880685, 10.145486395699637, 9.770179884774345, 9.344728360857282, 8.893356541224888, 8.512671089172363, 8.077535288674492, 7.713463020324707, 7.279732159205845, 6.887433699199131, 6.576407732282366, 6.392705358777728, 3.925709345524332]"
1,goldfish-models/cym_latn_100mb,"<bound method IndexOpsMixin.item of item                                                                  1
sent_id                                                               0
source                https://www.bbc.com/cymrufyw/erthyglau/cx2d29p...
correct_sentence      Oedd y fflam yn cael ei phasio o un gymuned i'...
correct_form                                                       mhob
lemma                                                               pob
mutation_type                                                        NM
trigger_type                                                          L
specific_trigger                                                     ym
token_id                                                           15.0
prev_word                                                            ym
incorrect_form                                                      pob
incorrect_sentence    Oedd y fflam yn cael ei phasio o un gymuned i'...
num_diffs                                                             1
Name: 1, dtype: object>",0,mhob,"Oedd y fflam yn cael ei phasio o un gymuned i'r llall, ac ym mhob cymuned wedyn roedd digwyddiadau fel gigs a gweithgareddau i gydfynd â'r ras.",pob,"Oedd y fflam yn cael ei phasio o un gymuned i'r llall, ac ym pob cymuned wedyn roedd digwyddiadau fel gigs a gweithgareddau i gydfynd â'r ras.",NM,L,ym,3.8679197147621642,4.126537814323924,0.2586180995617595,"[10.745987973894392, 10.15683822631836, 9.769482367379325, 9.325488676343646, 8.855893734523228, 8.465840816497803, 8.035041918073382, 7.666941561017718, 7.219239003317696, 6.8173031193869456, 6.505247449874878, 6.319284275599888, 3.8679197147621642]","[10.740993663242884, 10.178110831124442, 9.801896612984793, 9.361241817474365, 8.9096358026777, 8.53081727709089, 8.110041550227574, 7.750265448434012, 7.3144877297537665, 6.935147891725813, 6.6546894005366735, 6.481538806642805, 4.126537814323924]"
2,goldfish-models/cym_latn_100mb,"<bound method IndexOpsMixin.item of item                                                                  2
sent_id                                                               0
source                https://www.bbc.com/cymrufyw/erthyglau/cx2d29p...
correct_sentence      Oedd y fflam yn cael ei phasio o un gymuned i'...
correct_form                                                    gydfynd
lemma                                                           cydfynd
mutation_type                                                        SM
trigger_type                                                          L
specific_trigger                                                      i
token_id                                                           25.0
prev_word                                                             i
incorrect_form                                                  cydfynd
incorrect_sentence    Oedd y fflam yn cael ei phasio o un gymuned i'...
num_diffs                                                             1
Name: 2, dtype: object>",0,gydfynd,"Oedd y fflam yn cael ei phasio o un gymuned i'r llall, ac ym mhob cymuned wedyn roedd digwyddiadau fel gigs a gweithgareddau i gydfynd â'r ras.",cydfynd,"Oedd y fflam yn cael ei phasio o un gymuned i'r llall, ac ym mhob cymuned wedyn roedd digwyddiadau fel gigs a gweithgareddau i cydfynd â'r ras.",SM,L,i,3.8679197147621642,4.0355955402899,0.16767582552773552,"[10.745987973894392, 10.15683822631836, 9.769482367379325, 9.325488676343646, 8.855893734523228, 8.465840816497803, 8.035041918073382, 7.666941561017718, 7.219239003317696, 6.8173031193869456, 6.505247449874878, 6.319284275599888, 3.8679197147621642]","[10.745069558279855, 10.172291564941407, 9.788733782087053, 9.361629499707902, 8.893719209943498, 8.518015248434883, 8.091413143702916, 7.73213415145874, 7.3062216077532085, 6.906478725160871, 6.602388082231794, 6.423122242518834, 4.0355955402899]"
3,goldfish-models/cym_latn_100mb,"<bound method IndexOpsMixin.item of item                                                                  3
sent_id                                                               0
source                https://www.bbc.com/cymrufyw/erthyglau/cx2d29p...
correct_sentence      Oedd y fflam yn cael ei phasio o un gymuned i'...
correct_form                                                       cael
lemma                                                              cael
mutation_type                                                     no_AM
trigger_type                                                no_mutation
specific_trigger                                            no_mutation
token_id                                                            5.0
prev_word                                                            yn
incorrect_form                                                    chael
incorrect_sentence    Oedd y fflam yn chael ei phasio o un gymuned i...
num_diffs                                                             1
Name: 3, dtype: object>",0,cael,"Oedd y fflam yn cael ei phasio o un gymuned i'r llall, ac ym mhob cymuned wedyn roedd digwyddiadau fel gigs a gweithgareddau i gydfynd â'r ras.",chael,"Oedd y fflam yn chael ei phasio o un gymuned i'r llall, ac ym mhob cymuned wedyn roedd digwyddiadau fel gigs a gweithgareddau i gydfynd â'r ras.",no_AM,no_mutation,no_mutation,3.8679197147621642,4.080788080866582,0.21286836610441773,"[10.745987973894392, 10.15683822631836, 9.769482367379325, 9.325488676343646, 8.855893734523228, 8.465840816497803, 8.035041918073382, 7.666941561017718, 7.219239003317696, 6.8173031193869456, 6.505247449874878, 6.319284275599888, 3.8679197147621642]","[10.760234015328544, 10.203012248447964, 9.82527367728097, 9.389103494371687, 8.92975605555943, 8.555600466047014, 8.136230182647704, 7.778689466203962, 7.341891915457589, 6.946730354854039, 6.641566474097115, 6.459145866121564, 4.080788080866582]"
4,goldfish-models/cym_latn_100mb,"<bound method IndexOpsMixin.item of item                                                                  4
sent_id                                                               0
source                https://www.bbc.com/cymrufyw/erthyglau/cx2d29p...
correct_sentence      Oedd y fflam yn cael ei phasio o un gymuned i'...
correct_form                                                    gymuned
lemma                                                           cymuned
mutation_type                                                        SM
trigger_type                                                         MS
specific_trigger                                      num_fem_sing_noun
token_id                                                           10.0
prev_word                                                            un
incorrect_form                                                  cymuned
incorrect_sentence    Oedd y fflam yn cael ei phasio o un cymuned i'...
num_diffs                                                             1
Name: 4, dtype: object>",0,gymuned,"Oedd y fflam yn cael ei phasio o un gymuned i'r llall, ac ym mhob cymuned wedyn roedd digwyddiadau fel gigs a gweithgareddau i gydfynd â'r ras.",cymuned,"Oedd y fflam yn cael ei phasio o un cymuned i'r llall, ac ym mhob cymuned wedyn roedd digwyddiadau fel gigs a gweithgareddau i gydfynd â'r ras.",SM,MS,num_fem_sing_noun,3.8679197147621642,3.915591751784086,0.04767203702192191,"[10.745987973894392, 10.15683822631836, 9.769482367379325, 9.325488676343646, 8.855893734523228, 8.465840816497803, 8.035041918073382, 7.666941561017718, 7.219239003317696, 6.8173031193869456, 6.505247449874878, 6.319284275599888, 3.8679197147621642]","[10.745495441981724, 10.146243749346052, 9.765549605233328, 9.331877708435059, 8.869429670061384, 8.485032381330218, 8.050051239558629, 7.66937279020037, 7.2316962923322405, 6.825028889519828, 6.510650035313198, 6.32412531035287, 3.915591751784086]"
5,goldfish-models/cym_latn_100mb,"<bound method IndexOpsMixin.item of item                                                                  5
sent_id                                                               1
source                https://www.bbc.com/cymrufyw/erthyglau/cx2d29p...
correct_sentence      O'n ni yn rhan o'r ras oedd yng nghanol dinas ...
correct_form                                                    nghanol
lemma                                                             canol
mutation_type                                                        NM
trigger_type                                                          L
specific_trigger                                                    yng
token_id                                                            9.0
prev_word                                                           yng
incorrect_form                                                    canol
incorrect_sentence    O'n ni yn rhan o'r ras oedd yng canol dinas Ba...
num_diffs                                                             1
Name: 5, dtype: object>",1,nghanol,"O'n ni yn rhan o'r ras oedd yng nghanol dinas Barcelona, lle 'naethon nhw wahodd cymunedau o ieithoedd lleiafrifol eraill atyn nhw.",canol,"O'n ni yn rhan o'r ras oedd yng canol dinas Barcelona, lle 'naethon nhw wahodd cymunedau o ieithoedd lleiafrifol eraill atyn nhw.",NM,L,yng,4.128187781463688,4.577664094868426,0.44947631340473837,"[10.72693608601888, 10.10559933980306, 9.704853185017903, 9.343843237559001, 8.873669528961182, 8.428026056289672, 8.062076234817505, 7.8243417580922445, 7.427523310979208, 6.991797892252604, 6.530221247673035, 6.218344934781393, 4.128187781463688]","[10.720067660013834, 10.130296325683593, 9.738687483469645, 9.385467306772869, 8.928141848246257, 8.486873324712118, 8.133265622456868, 7.904877106348674, 7.538672542572021, 7.1419702212015785, 6.694824759165446, 6.415226968129476, 4.577664094868426]"
6,goldfish-models/cym_latn_100mb,"<bound method IndexOpsMixin.item of item                                                                  6
sent_id                                                               1
source                https://www.bbc.com/cymrufyw/erthyglau/cx2d29p...
correct_sentence      O'n ni yn rhan o'r ras oedd yng nghanol dinas ...
correct_form                                                       rhan
lemma                                                              rhan
mutation_type                                                     no_SM
trigger_type                                                no_mutation
specific_trigger                                            no_mutation
token_id                                                            4.0
prev_word                                                            yn
incorrect_form                                                      ran
incorrect_sentence    O'n ni yn ran o'r ras oedd yng nghanol dinas B...
num_diffs                                                             1
Name: 6, dtype: object>",1,rhan,"O'n ni yn rhan o'r ras oedd yng nghanol dinas Barcelona, lle 'naethon nhw wahodd cymunedau o ieithoedd lleiafrifol eraill atyn nhw.",ran,"O'n ni yn ran o'r ras oedd yng nghanol dinas Barcelona, lle 'naethon nhw wahodd cymunedau o ieithoedd lleiafrifol eraill atyn nhw.",no_SM,no_mutation,no_mutation,4.128187781463688,4.3346572181054706,0.20646943664178252,"[10.72693608601888, 10.10559933980306, 9.704853185017903, 9.343843237559001, 8.873669528961182, 8.428026056289672, 8.062076234817505, 7.8243417580922445, 7.427523310979208, 6.991797892252604, 6.530221247673035, 6.218344934781393, 4.128187781463688]","[10.729853661855062, 10.125208695729574, 9.725954087575277, 9.376535749435424, 8.9078763961792, 8.483236106236776, 8.099259901046754, 7.875654458999634, 7.4864625612894695, 7.071051088968913, 6.643240555127462, 6.351708833376566, 4.3346572181054706]"
7,goldfish-models/cym_latn_100mb,"<bound method IndexOpsMixin.item of item                                                                  7
sent_id                                                               1
source                https://www.bbc.com/cymrufyw/erthyglau/cx2d29p...
correct_sentence      O'n ni yn rhan o'r ras oedd yng nghanol dinas ...
correct_form                                                     wahodd
lemma                                                           gwahodd
mutation_type                                                        SM
trigger_type                                                         MS
specific_trigger                                 direct_object_mutation
token_id                                                           15.0
prev_word                                                           nhw
incorrect_form                                                  gwahodd
incorrect_sentence    O'n ni yn rhan o'r ras oedd yng nghanol dinas ...
num_diffs                                                             1
Name: 7, dtype: object>",1,wahodd,"O'n ni yn rhan o'r ras oedd yng nghanol dinas Barcelona, lle 'naethon nhw wahodd cymunedau o ieithoedd lleiafrifol eraill atyn nhw.",gwahodd,"O'n ni yn rhan o'r ras oedd yng nghanol dinas Barcelona, lle 'naethon nhw gwahodd cymunedau o ieithoedd lleiafrifol eraill atyn nhw.",SM,MS,direct_object_mutation,4.128187781463688,4.27702239921006,0.1488346177463722,"[10.72693608601888, 10.10559933980306, 9.704853185017903, 9.343843237559001, 8.873669528961182, 8.428026056289672, 8.062076234817505, 7.8243417580922445, 7.427523310979208, 6.991797892252604, 6.530221247673035, 6.218344934781393, 4.128187781463688]","[10.725226910909017, 10.110053857167562, 9.715955829620361, 9.35288372039795, 8.89390196800232, 8.453937578201295, 8.103958686192831, 7.880449978510539, 7.494581127166748, 7.081900485356649, 6.625772913297017, 6.315872438748678, 4.27702239921006]"
8,goldfish-models/cym_latn_100mb,"<bound method IndexOpsMixin.item of item                                                                  8
sent_id                                                               2
source                https://www.bbc.com/cymrufyw/erthyglau/cx21lw1...
correct_sentence      Y gred yw bod y system bresennol â chapasiti i...
correct_form                                                       gred
lemma                                                              cred
mutation_type                                                        SM
trigger_type                                                         MS
specific_trigger                                  def_art_fem_sing_noun
token_id                                                            2.0
prev_word                                                             Y
incorrect_form                                                     cred
incorrect_sentence    Y cred yw bod y system bresennol â chapasiti i...
num_diffs                                                             1
Name: 8, dtype: object>",2,gred,"Y gred yw bod y system bresennol â chapasiti i bweru tua 144,000 o gartrefi.",cred,"Y cred yw bod y system bresennol â chapasiti i bweru tua 144,000 o gartrefi.",SM,MS,def_art_fem_sing_noun,3.960479610496097,4.4309442970487805,0.47046468655268336,"[10.811579704284668, 10.188446680704752, 9.760864946577284, 9.232517878214518, 8.763858927620781, 8.322181118859184, 7.9588431517283125, 7.626877864201863, 7.158310651779175, 6.855472591188219, 6.536850717332628, 6.314389361275567, 3.960479610496097]","[10.809156523810493, 10.226238621605766, 9.817262278662788, 9.353070312076145, 8.942393514845106, 8.542826996909248, 8.207212766011557, 7.903691874610053, 7.522686719894409, 7.262477689319187, 6.976166195339626, 6.795569658279419, 4.4309442970487805]"
9,goldfish-models/cym_latn_100mb,"<bound method IndexOpsMixin.item of item                                                                  9
sent_id                                                               2
source                https://www.bbc.com/cymrufyw/erthyglau/cx21lw1...
correct_sentence      Y gred yw bod y system bresennol â chapasiti i...
correct_form                                                  bresennol
lemma                                                         presennol
mutation_type                                                        SM
trigger_type                                                         MS
specific_trigger                                 fem_sing_noun_modifier
token_id                                                            7.0
prev_word                                                        system
incorrect_form                                                presennol
incorrect_sentence    Y gred yw bod y system presennol â chapasiti i...
num_diffs                                                             1
Name: 9, dtype: object>",2,bresennol,"Y gred yw bod y system bresennol â chapasiti i bweru tua 144,000 o gartrefi.",presennol,"Y gred yw bod y system presennol â chapasiti i bweru tua 144,000 o gartrefi.",SM,MS,fem_sing_noun_modifier,3.960479610496097,4.213982765873273,0.2535031553771758,"[10.811579704284668, 10.188446680704752, 9.760864946577284, 9.232517878214518, 8.763858927620781, 8.322181118859184, 7.9588431517283125, 7.626877864201863, 7.158310651779175, 6.855472591188219, 6.536850717332628, 6.314389361275567, 3.960479610496097]","[10.804900540245903, 10.198356946309408, 9.776990678575304, 9.280525472429064, 8.827583842807346, 8.399549855126274, 8.035293287701077, 7.706642309824626, 7.24597790506151, 6.94481364885966, 6.64035341474745, 6.421767658657497, 4.213982765873273]"
