index,model,item,sentence_id,correct_form,sentence,incorrect_form,incorrect_sentence,mutation_type,trigger_type,specific_trigger,correct_nll_mean,incorrect_nll_mean,delta,layer_nll_correct,layer_nll_incorrect
0,goldfish-models/cym_latn_5mb,"<bound method IndexOpsMixin.item of item                                                                  0
sent_id                                                               0
source                https://www.bbc.com/cymrufyw/erthyglau/cx2d29p...
correct_sentence      Oedd y fflam yn cael ei phasio o un gymuned i'...
correct_form                                                     phasio
lemma                                                             pasio
mutation_type                                                        AM
trigger_type                                                          L
specific_trigger                                                     ei
token_id                                                            7.0
prev_word                                                            ei
incorrect_form                                                    pasio
incorrect_sentence    Oedd y fflam yn cael ei pasio o un gymuned i'r...
num_diffs                                                             1
Name: 0, dtype: object>",0,phasio,"Oedd y fflam yn cael ei phasio o un gymuned i'r llall, ac ym mhob cymuned wedyn roedd digwyddiadau fel gigs a gweithgareddau i gydfynd â'r ras.",pasio,"Oedd y fflam yn cael ei pasio o un gymuned i'r llall, ac ym mhob cymuned wedyn roedd digwyddiadau fel gigs a gweithgareddau i gydfynd â'r ras.",AM,L,ei,4.956712175267083,4.90002187022141,-0.05669030504567285,"[10.76456241607666, 10.282555988856725, 9.615113585335868, 9.002464553288052, 4.956712175267083]","[10.757444981166294, 10.236867877415248, 9.604330117361886, 9.04155296598162, 4.90002187022141]"
1,goldfish-models/cym_latn_5mb,"<bound method IndexOpsMixin.item of item                                                                  1
sent_id                                                               0
source                https://www.bbc.com/cymrufyw/erthyglau/cx2d29p...
correct_sentence      Oedd y fflam yn cael ei phasio o un gymuned i'...
correct_form                                                       mhob
lemma                                                               pob
mutation_type                                                        NM
trigger_type                                                          L
specific_trigger                                                     ym
token_id                                                           15.0
prev_word                                                            ym
incorrect_form                                                      pob
incorrect_sentence    Oedd y fflam yn cael ei phasio o un gymuned i'...
num_diffs                                                             1
Name: 1, dtype: object>",0,mhob,"Oedd y fflam yn cael ei phasio o un gymuned i'r llall, ac ym mhob cymuned wedyn roedd digwyddiadau fel gigs a gweithgareddau i gydfynd â'r ras.",pob,"Oedd y fflam yn cael ei phasio o un gymuned i'r llall, ac ym pob cymuned wedyn roedd digwyddiadau fel gigs a gweithgareddau i gydfynd â'r ras.",NM,L,ym,4.956712175267083,5.189471363169806,0.23275918790272332,"[10.76456241607666, 10.282555988856725, 9.615113585335868, 9.002464553288052, 4.956712175267083]","[10.762664059230259, 10.296367727007185, 9.645514025006975, 9.065786252702985, 5.189471363169806]"
2,goldfish-models/cym_latn_5mb,"<bound method IndexOpsMixin.item of item                                                                  2
sent_id                                                               0
source                https://www.bbc.com/cymrufyw/erthyglau/cx2d29p...
correct_sentence      Oedd y fflam yn cael ei phasio o un gymuned i'...
correct_form                                                    gydfynd
lemma                                                           cydfynd
mutation_type                                                        SM
trigger_type                                                          L
specific_trigger                                                      i
token_id                                                           25.0
prev_word                                                             i
incorrect_form                                                  cydfynd
incorrect_sentence    Oedd y fflam yn cael ei phasio o un gymuned i'...
num_diffs                                                             1
Name: 2, dtype: object>",0,gydfynd,"Oedd y fflam yn cael ei phasio o un gymuned i'r llall, ac ym mhob cymuned wedyn roedd digwyddiadau fel gigs a gweithgareddau i gydfynd â'r ras.",cydfynd,"Oedd y fflam yn cael ei phasio o un gymuned i'r llall, ac ym mhob cymuned wedyn roedd digwyddiadau fel gigs a gweithgareddau i cydfynd â'r ras.",SM,L,i,4.956712175267083,5.049674490519933,0.09296231525284959,"[10.76456241607666, 10.282555988856725, 9.615113585335868, 9.002464553288052, 4.956712175267083]","[10.762757056100028, 10.29249700818743, 9.637611416407994, 9.043993977137974, 5.049674490519933]"
3,goldfish-models/cym_latn_5mb,"<bound method IndexOpsMixin.item of item                                                                  3
sent_id                                                               0
source                https://www.bbc.com/cymrufyw/erthyglau/cx2d29p...
correct_sentence      Oedd y fflam yn cael ei phasio o un gymuned i'...
correct_form                                                       cael
lemma                                                              cael
mutation_type                                                     no_AM
trigger_type                                                no_mutation
specific_trigger                                            no_mutation
token_id                                                            5.0
prev_word                                                            yn
incorrect_form                                                    chael
incorrect_sentence    Oedd y fflam yn chael ei phasio o un gymuned i...
num_diffs                                                             1
Name: 3, dtype: object>",0,cael,"Oedd y fflam yn cael ei phasio o un gymuned i'r llall, ac ym mhob cymuned wedyn roedd digwyddiadau fel gigs a gweithgareddau i gydfynd â'r ras.",chael,"Oedd y fflam yn chael ei phasio o un gymuned i'r llall, ac ym mhob cymuned wedyn roedd digwyddiadau fel gigs a gweithgareddau i gydfynd â'r ras.",no_AM,no_mutation,no_mutation,4.956712175267083,5.27908872961998,0.32237655435289714,"[10.76456241607666, 10.282555988856725, 9.615113585335868, 9.002464553288052, 4.956712175267083]","[10.776028605869838, 10.326491028921945, 9.648529297964913, 9.057676342555455, 5.27908872961998]"
4,goldfish-models/cym_latn_5mb,"<bound method IndexOpsMixin.item of item                                                                  4
sent_id                                                               0
source                https://www.bbc.com/cymrufyw/erthyglau/cx2d29p...
correct_sentence      Oedd y fflam yn cael ei phasio o un gymuned i'...
correct_form                                                    gymuned
lemma                                                           cymuned
mutation_type                                                        SM
trigger_type                                                         MS
specific_trigger                                      num_fem_sing_noun
token_id                                                           10.0
prev_word                                                            un
incorrect_form                                                  cymuned
incorrect_sentence    Oedd y fflam yn cael ei phasio o un cymuned i'...
num_diffs                                                             1
Name: 4, dtype: object>",0,gymuned,"Oedd y fflam yn cael ei phasio o un gymuned i'r llall, ac ym mhob cymuned wedyn roedd digwyddiadau fel gigs a gweithgareddau i gydfynd â'r ras.",cymuned,"Oedd y fflam yn cael ei phasio o un cymuned i'r llall, ac ym mhob cymuned wedyn roedd digwyddiadau fel gigs a gweithgareddau i gydfynd â'r ras.",SM,MS,num_fem_sing_noun,4.956712175267083,4.989842238596507,0.03313006332942425,"[10.76456241607666, 10.282555988856725, 9.615113585335868, 9.002464553288052, 4.956712175267083]","[10.763876833234514, 10.273933601379394, 9.640375873020718, 9.035485771724156, 4.989842238596507]"
5,goldfish-models/cym_latn_5mb,"<bound method IndexOpsMixin.item of item                                                                  5
sent_id                                                               1
source                https://www.bbc.com/cymrufyw/erthyglau/cx2d29p...
correct_sentence      O'n ni yn rhan o'r ras oedd yng nghanol dinas ...
correct_form                                                    nghanol
lemma                                                             canol
mutation_type                                                        NM
trigger_type                                                          L
specific_trigger                                                    yng
token_id                                                            9.0
prev_word                                                           yng
incorrect_form                                                    canol
incorrect_sentence    O'n ni yn rhan o'r ras oedd yng canol dinas Ba...
num_diffs                                                             1
Name: 5, dtype: object>",1,nghanol,"O'n ni yn rhan o'r ras oedd yng nghanol dinas Barcelona, lle 'naethon nhw wahodd cymunedau o ieithoedd lleiafrifol eraill atyn nhw.",canol,"O'n ni yn rhan o'r ras oedd yng canol dinas Barcelona, lle 'naethon nhw wahodd cymunedau o ieithoedd lleiafrifol eraill atyn nhw.",NM,L,yng,5.5612687454108265,5.842139721397431,0.2808709759866046,"[10.768034996524934, 10.386398899939753, 9.694568910906392, 8.883869555688673, 5.5612687454108265]","[10.763009901969664, 10.399402956808768, 9.735629758527201, 8.965106256546512, 5.842139721397431]"
6,goldfish-models/cym_latn_5mb,"<bound method IndexOpsMixin.item of item                                                                  6
sent_id                                                               1
source                https://www.bbc.com/cymrufyw/erthyglau/cx2d29p...
correct_sentence      O'n ni yn rhan o'r ras oedd yng nghanol dinas ...
correct_form                                                       rhan
lemma                                                              rhan
mutation_type                                                     no_SM
trigger_type                                                no_mutation
specific_trigger                                            no_mutation
token_id                                                            4.0
prev_word                                                            yn
incorrect_form                                                      ran
incorrect_sentence    O'n ni yn ran o'r ras oedd yng nghanol dinas B...
num_diffs                                                             1
Name: 6, dtype: object>",1,rhan,"O'n ni yn rhan o'r ras oedd yng nghanol dinas Barcelona, lle 'naethon nhw wahodd cymunedau o ieithoedd lleiafrifol eraill atyn nhw.",ran,"O'n ni yn ran o'r ras oedd yng nghanol dinas Barcelona, lle 'naethon nhw wahodd cymunedau o ieithoedd lleiafrifol eraill atyn nhw.",no_SM,no_mutation,no_mutation,5.5612687454108265,5.821307311134953,0.26003856572412687,"[10.768034996524934, 10.386398899939753, 9.694568910906392, 8.883869555688673, 5.5612687454108265]","[10.768598002772178, 10.403437245276667, 9.732829093933105, 8.973890443002023, 5.821307311134953]"
7,goldfish-models/cym_latn_5mb,"<bound method IndexOpsMixin.item of item                                                                  7
sent_id                                                               1
source                https://www.bbc.com/cymrufyw/erthyglau/cx2d29p...
correct_sentence      O'n ni yn rhan o'r ras oedd yng nghanol dinas ...
correct_form                                                     wahodd
lemma                                                           gwahodd
mutation_type                                                        SM
trigger_type                                                         MS
specific_trigger                                 direct_object_mutation
token_id                                                           15.0
prev_word                                                           nhw
incorrect_form                                                  gwahodd
incorrect_sentence    O'n ni yn rhan o'r ras oedd yng nghanol dinas ...
num_diffs                                                             1
Name: 7, dtype: object>",1,wahodd,"O'n ni yn rhan o'r ras oedd yng nghanol dinas Barcelona, lle 'naethon nhw wahodd cymunedau o ieithoedd lleiafrifol eraill atyn nhw.",gwahodd,"O'n ni yn rhan o'r ras oedd yng nghanol dinas Barcelona, lle 'naethon nhw gwahodd cymunedau o ieithoedd lleiafrifol eraill atyn nhw.",SM,MS,direct_object_mutation,5.5612687454108265,5.606219653641024,0.04495090823019776,"[10.768034996524934, 10.386398899939753, 9.694568910906392, 8.883869555688673, 5.5612687454108265]","[10.76661503699518, 10.389621457745951, 9.70863486874488, 8.906618425923009, 5.606219653641024]"
8,goldfish-models/cym_latn_5mb,"<bound method IndexOpsMixin.item of item                                                                  8
sent_id                                                               2
source                https://www.bbc.com/cymrufyw/erthyglau/cx21lw1...
correct_sentence      Y gred yw bod y system bresennol â chapasiti i...
correct_form                                                       gred
lemma                                                              cred
mutation_type                                                        SM
trigger_type                                                         MS
specific_trigger                                  def_art_fem_sing_noun
token_id                                                            2.0
prev_word                                                             Y
incorrect_form                                                     cred
incorrect_sentence    Y cred yw bod y system bresennol â chapasiti i...
num_diffs                                                             1
Name: 8, dtype: object>",2,gred,"Y gred yw bod y system bresennol â chapasiti i bweru tua 144,000 o gartrefi.",cred,"Y cred yw bod y system bresennol â chapasiti i bweru tua 144,000 o gartrefi.",SM,MS,def_art_fem_sing_noun,5.336981424375584,5.560559503145908,0.22357807877032343,"[10.814636130081979, 10.219337463378906, 9.54514475872642, 8.94565278605411, 5.336981424375584]","[10.815967409234299, 10.309808781272487, 9.636980558696546, 9.001950439653898, 5.560559503145908]"
9,goldfish-models/cym_latn_5mb,"<bound method IndexOpsMixin.item of item                                                                  9
sent_id                                                               2
source                https://www.bbc.com/cymrufyw/erthyglau/cx21lw1...
correct_sentence      Y gred yw bod y system bresennol â chapasiti i...
correct_form                                                  bresennol
lemma                                                         presennol
mutation_type                                                        SM
trigger_type                                                         MS
specific_trigger                                 fem_sing_noun_modifier
token_id                                                            7.0
prev_word                                                        system
incorrect_form                                                presennol
incorrect_sentence    Y gred yw bod y system presennol â chapasiti i...
num_diffs                                                             1
Name: 9, dtype: object>",2,bresennol,"Y gred yw bod y system bresennol â chapasiti i bweru tua 144,000 o gartrefi.",presennol,"Y gred yw bod y system presennol â chapasiti i bweru tua 144,000 o gartrefi.",SM,MS,fem_sing_noun_modifier,5.336981424375584,5.233678988916309,-0.10330243545927509,"[10.814636130081979, 10.219337463378906, 9.54514475872642, 8.94565278605411, 5.336981424375584]","[10.811064117833189, 10.216703264336838, 9.54155455137554, 8.949368200804058, 5.233678988916309]"
