index,model,item,sentence_id,correct_form,sentence,incorrect_form,incorrect_sentence,mutation_type,trigger_type,specific_trigger,incorrect_form_mut_type,correct_nll_mean,incorrect_nll_mean,delta,layer_nll_correct,layer_nll_incorrect
0,goldfish-models/cym_latn_1000mb,"<bound method IndexOpsMixin.item of Unnamed: 0                                                                 0
item                                                                       0
sent_id                                                                    0
source                     https://www.bbc.com/cymrufyw/erthyglau/cx2d29p...
correct_sentence           Oedd y fflam yn cael ei phasio o un gymuned i'...
correct_form                                                          phasio
lemma                                                                  pasio
mutation_type                                                             AM
trigger_type                                                               L
specific_trigger                                                          ei
token_id                                                                 7.0
prev_word                                                                 ei
incorrect_form                                                         pasio
incorrect_sentence         Oedd y fflam yn cael ei pasio o un gymuned i'r...
num_diffs                                                                  1
incorrect_form_mut_type                                                 none
Name: 0, dtype: object>",0,phasio,"Oedd y fflam yn cael ei phasio o un gymuned i'r llall, ac ym mhob cymuned wedyn roedd digwyddiadau fel gigs a gweithgareddau i gydfynd â'r ras.",pasio,"Oedd y fflam yn cael ei pasio o un gymuned i'r llall, ac ym mhob cymuned wedyn roedd digwyddiadau fel gigs a gweithgareddau i gydfynd â'r ras.",AM,L,ei,none,3.106169467485909,3.190857446912144,0.08468797942623496,"[10.72020914895194, 9.796444511413574, 9.325640269688197, 8.873625973292759, 8.399319458007813, 7.879102666037423, 7.372810213906424, 6.617193644387381, 5.747686720745904, 4.971183376227106, 4.477536793851427, 4.1331125097615375, 3.106169467485909]","[10.709388160705567, 9.784696469988141, 9.319565950121198, 8.869308199201312, 8.406325258527483, 7.884218651907784, 7.382401588984898, 6.635806291443961, 5.780838741574969, 5.018202884708132, 4.5556496976741725, 4.22480417947684, 3.190857446912144]"
1,goldfish-models/cym_latn_1000mb,"<bound method IndexOpsMixin.item of Unnamed: 0                                                                 1
item                                                                       0
sent_id                                                                    0
source                     https://www.bbc.com/cymrufyw/erthyglau/cx2d29p...
correct_sentence           Oedd y fflam yn cael ei phasio o un gymuned i'...
correct_form                                                          phasio
lemma                                                                  pasio
mutation_type                                                             AM
trigger_type                                                               L
specific_trigger                                                          ei
token_id                                                                 7.0
prev_word                                                                 ei
incorrect_form                                                         basio
incorrect_sentence         Oedd y fflam yn cael ei basio o un gymuned i'r...
num_diffs                                                                  1
incorrect_form_mut_type                                                   SM
Name: 1, dtype: object>",0,phasio,"Oedd y fflam yn cael ei phasio o un gymuned i'r llall, ac ym mhob cymuned wedyn roedd digwyddiadau fel gigs a gweithgareddau i gydfynd â'r ras.",basio,"Oedd y fflam yn cael ei basio o un gymuned i'r llall, ac ym mhob cymuned wedyn roedd digwyddiadau fel gigs a gweithgareddau i gydfynd â'r ras.",AM,L,ei,SM,3.106169467485909,3.0898907020954147,-0.016278765390494332,"[10.72020914895194, 9.796444511413574, 9.325640269688197, 8.873625973292759, 8.399319458007813, 7.879102666037423, 7.372810213906424, 6.617193644387381, 5.747686720745904, 4.971183376227106, 4.477536793851427, 4.1331125097615375, 3.106169467485909]","[10.712151772635323, 9.769628197806222, 9.299226175035749, 8.850364398956298, 8.384257071358817, 7.861433369772775, 7.357286984579904, 6.6072327375411986, 5.741493069274085, 4.976028320831912, 4.499113133177161, 4.150703341620309, 3.0898907020954147]"
2,goldfish-models/cym_latn_1000mb,"<bound method IndexOpsMixin.item of Unnamed: 0                                                                 2
item                                                                       0
sent_id                                                                    0
source                     https://www.bbc.com/cymrufyw/erthyglau/cx2d29p...
correct_sentence           Oedd y fflam yn cael ei phasio o un gymuned i'...
correct_form                                                          phasio
lemma                                                                  pasio
mutation_type                                                             AM
trigger_type                                                               L
specific_trigger                                                          ei
token_id                                                                 7.0
prev_word                                                                 ei
incorrect_form                                                        mhasio
incorrect_sentence         Oedd y fflam yn cael ei mhasio o un gymuned i'...
num_diffs                                                                  1
incorrect_form_mut_type                                                   NM
Name: 2, dtype: object>",0,phasio,"Oedd y fflam yn cael ei phasio o un gymuned i'r llall, ac ym mhob cymuned wedyn roedd digwyddiadau fel gigs a gweithgareddau i gydfynd â'r ras.",mhasio,"Oedd y fflam yn cael ei mhasio o un gymuned i'r llall, ac ym mhob cymuned wedyn roedd digwyddiadau fel gigs a gweithgareddau i gydfynd â'r ras.",AM,L,ei,NM,3.106169467485909,3.4041238605406963,0.2979543930547872,"[10.72020914895194, 9.796444511413574, 9.325640269688197, 8.873625973292759, 8.399319458007813, 7.879102666037423, 7.372810213906424, 6.617193644387381, 5.747686720745904, 4.971183376227106, 4.477536793851427, 4.1331125097615375, 3.106169467485909]","[10.719139152103, 9.766958660549587, 9.301006211174858, 8.863697171211243, 8.428005377451578, 7.9475863509707985, 7.444292532073127, 6.724404672781627, 5.888899872700374, 5.175284912602769, 4.716582081591089, 4.409243571261565, 3.4041238605406963]"
3,goldfish-models/cym_latn_1000mb,"<bound method IndexOpsMixin.item of Unnamed: 0                                                                 3
item                                                                       1
sent_id                                                                    0
source                     https://www.bbc.com/cymrufyw/erthyglau/cx2d29p...
correct_sentence           Oedd y fflam yn cael ei phasio o un gymuned i'...
correct_form                                                            mhob
lemma                                                                    pob
mutation_type                                                             NM
trigger_type                                                               L
specific_trigger                                                          ym
token_id                                                                15.0
prev_word                                                                 ym
incorrect_form                                                           pob
incorrect_sentence         Oedd y fflam yn cael ei phasio o un gymuned i'...
num_diffs                                                                  1
incorrect_form_mut_type                                                 none
Name: 3, dtype: object>",0,mhob,"Oedd y fflam yn cael ei phasio o un gymuned i'r llall, ac ym mhob cymuned wedyn roedd digwyddiadau fel gigs a gweithgareddau i gydfynd â'r ras.",pob,"Oedd y fflam yn cael ei phasio o un gymuned i'r llall, ac ym pob cymuned wedyn roedd digwyddiadau fel gigs a gweithgareddau i gydfynd â'r ras.",NM,L,ym,none,3.106169467485909,3.335140010887491,0.22897054340158185,"[10.72020914895194, 9.796444511413574, 9.325640269688197, 8.873625973292759, 8.399319458007813, 7.879102666037423, 7.372810213906424, 6.617193644387381, 5.747686720745904, 4.971183376227106, 4.477536793851427, 4.1331125097615375, 3.106169467485909]","[10.713148008074079, 9.834046418326242, 9.376254245213099, 8.942180347442626, 8.485289996010916, 7.981009524209159, 7.4985335894993375, 6.762905393327985, 5.910186094045639, 5.160085781557219, 4.692723699712327, 4.351390423945018, 3.335140010887491]"
4,goldfish-models/cym_latn_1000mb,"<bound method IndexOpsMixin.item of Unnamed: 0                                                                 4
item                                                                       1
sent_id                                                                    0
source                     https://www.bbc.com/cymrufyw/erthyglau/cx2d29p...
correct_sentence           Oedd y fflam yn cael ei phasio o un gymuned i'...
correct_form                                                            mhob
lemma                                                                    pob
mutation_type                                                             NM
trigger_type                                                               L
specific_trigger                                                          ym
token_id                                                                15.0
prev_word                                                                 ym
incorrect_form                                                           bob
incorrect_sentence         Oedd y fflam yn cael ei phasio o un gymuned i'...
num_diffs                                                                  1
incorrect_form_mut_type                                                   SM
Name: 4, dtype: object>",0,mhob,"Oedd y fflam yn cael ei phasio o un gymuned i'r llall, ac ym mhob cymuned wedyn roedd digwyddiadau fel gigs a gweithgareddau i gydfynd â'r ras.",bob,"Oedd y fflam yn cael ei phasio o un gymuned i'r llall, ac ym bob cymuned wedyn roedd digwyddiadau fel gigs a gweithgareddau i gydfynd â'r ras.",NM,L,ym,SM,3.106169467485909,3.4126631206300644,0.30649365314415533,"[10.72020914895194, 9.796444511413574, 9.325640269688197, 8.873625973292759, 8.399319458007813, 7.879102666037423, 7.372810213906424, 6.617193644387381, 5.747686720745904, 4.971183376227106, 4.477536793851427, 4.1331125097615375, 3.106169467485909]","[10.7132171358381, 9.831414576939174, 9.372117260524204, 8.935150228227888, 8.482456220899309, 7.9814979961940224, 7.502664416176932, 6.76872318812779, 5.9181643426418304, 5.168694095526423, 4.7102283168584105, 4.40193115728242, 3.4126631206300644]"
5,goldfish-models/cym_latn_1000mb,"<bound method IndexOpsMixin.item of Unnamed: 0                                                                 5
item                                                                       1
sent_id                                                                    0
source                     https://www.bbc.com/cymrufyw/erthyglau/cx2d29p...
correct_sentence           Oedd y fflam yn cael ei phasio o un gymuned i'...
correct_form                                                            mhob
lemma                                                                    pob
mutation_type                                                             NM
trigger_type                                                               L
specific_trigger                                                          ym
token_id                                                                15.0
prev_word                                                                 ym
incorrect_form                                                          phob
incorrect_sentence         Oedd y fflam yn cael ei phasio o un gymuned i'...
num_diffs                                                                  1
incorrect_form_mut_type                                                   AM
Name: 5, dtype: object>",0,mhob,"Oedd y fflam yn cael ei phasio o un gymuned i'r llall, ac ym mhob cymuned wedyn roedd digwyddiadau fel gigs a gweithgareddau i gydfynd â'r ras.",phob,"Oedd y fflam yn cael ei phasio o un gymuned i'r llall, ac ym phob cymuned wedyn roedd digwyddiadau fel gigs a gweithgareddau i gydfynd â'r ras.",NM,L,ym,AM,3.106169467485909,3.436233712692878,0.3300642452069691,"[10.72020914895194, 9.796444511413574, 9.325640269688197, 8.873625973292759, 8.399319458007813, 7.879102666037423, 7.372810213906424, 6.617193644387381, 5.747686720745904, 4.971183376227106, 4.477536793851427, 4.1331125097615375, 3.106169467485909]","[10.720660645621164, 9.841807964869908, 9.38266567502703, 8.94096964427403, 8.48476186479841, 7.9844039508274625, 7.497269821166992, 6.778190449305943, 5.943651561226163, 5.186485462103572, 4.728289311006665, 4.412870046922139, 3.436233712692878]"
6,goldfish-models/cym_latn_1000mb,"<bound method IndexOpsMixin.item of Unnamed: 0                                                                 6
item                                                                       2
sent_id                                                                    0
source                     https://www.bbc.com/cymrufyw/erthyglau/cx2d29p...
correct_sentence           Oedd y fflam yn cael ei phasio o un gymuned i'...
correct_form                                                         gydfynd
lemma                                                                cydfynd
mutation_type                                                             SM
trigger_type                                                               L
specific_trigger                                                           i
token_id                                                                25.0
prev_word                                                                  i
incorrect_form                                                       cydfynd
incorrect_sentence         Oedd y fflam yn cael ei phasio o un gymuned i'...
num_diffs                                                                  1
incorrect_form_mut_type                                                 none
Name: 6, dtype: object>",0,gydfynd,"Oedd y fflam yn cael ei phasio o un gymuned i'r llall, ac ym mhob cymuned wedyn roedd digwyddiadau fel gigs a gweithgareddau i gydfynd â'r ras.",cydfynd,"Oedd y fflam yn cael ei phasio o un gymuned i'r llall, ac ym mhob cymuned wedyn roedd digwyddiadau fel gigs a gweithgareddau i cydfynd â'r ras.",SM,L,i,none,3.106169467485909,3.306838372522699,0.2006689050367898,"[10.72020914895194, 9.796444511413574, 9.325640269688197, 8.873625973292759, 8.399319458007813, 7.879102666037423, 7.372810213906424, 6.617193644387381, 5.747686720745904, 4.971183376227106, 4.477536793851427, 4.1331125097615375, 3.106169467485909]","[10.719618851797922, 9.82918311527797, 9.373175539289202, 8.929745292663574, 8.474551391601562, 7.972416400909424, 7.485906996045794, 6.750865936279297, 5.901775190659932, 5.137140506931714, 4.656382502562233, 4.312229426418032, 3.306838372522699]"
7,goldfish-models/cym_latn_1000mb,"<bound method IndexOpsMixin.item of Unnamed: 0                                                                 7
item                                                                       2
sent_id                                                                    0
source                     https://www.bbc.com/cymrufyw/erthyglau/cx2d29p...
correct_sentence           Oedd y fflam yn cael ei phasio o un gymuned i'...
correct_form                                                         gydfynd
lemma                                                                cydfynd
mutation_type                                                             SM
trigger_type                                                               L
specific_trigger                                                           i
token_id                                                                25.0
prev_word                                                                  i
incorrect_form                                                     nghydfynd
incorrect_sentence         Oedd y fflam yn cael ei phasio o un gymuned i'...
num_diffs                                                                  1
incorrect_form_mut_type                                                   NM
Name: 7, dtype: object>",0,gydfynd,"Oedd y fflam yn cael ei phasio o un gymuned i'r llall, ac ym mhob cymuned wedyn roedd digwyddiadau fel gigs a gweithgareddau i gydfynd â'r ras.",nghydfynd,"Oedd y fflam yn cael ei phasio o un gymuned i'r llall, ac ym mhob cymuned wedyn roedd digwyddiadau fel gigs a gweithgareddau i nghydfynd â'r ras.",SM,L,i,NM,3.106169467485909,3.4358197895144778,0.3296503220285687,"[10.72020914895194, 9.796444511413574, 9.325640269688197, 8.873625973292759, 8.399319458007813, 7.879102666037423, 7.372810213906424, 6.617193644387381, 5.747686720745904, 4.971183376227106, 4.477536793851427, 4.1331125097615375, 3.106169467485909]","[10.726383318219867, 9.841939435686385, 9.39065614427839, 8.956085327693394, 8.498571273258754, 8.00801065989903, 7.52373241697039, 6.800689853940692, 5.956571211985179, 5.206266499842916, 4.716027770457523, 4.397450778314045, 3.4358197895144778]"
8,goldfish-models/cym_latn_1000mb,"<bound method IndexOpsMixin.item of Unnamed: 0                                                                 8
item                                                                       2
sent_id                                                                    0
source                     https://www.bbc.com/cymrufyw/erthyglau/cx2d29p...
correct_sentence           Oedd y fflam yn cael ei phasio o un gymuned i'...
correct_form                                                         gydfynd
lemma                                                                cydfynd
mutation_type                                                             SM
trigger_type                                                               L
specific_trigger                                                           i
token_id                                                                25.0
prev_word                                                                  i
incorrect_form                                                      chydfynd
incorrect_sentence         Oedd y fflam yn cael ei phasio o un gymuned i'...
num_diffs                                                                  1
incorrect_form_mut_type                                                   AM
Name: 8, dtype: object>",0,gydfynd,"Oedd y fflam yn cael ei phasio o un gymuned i'r llall, ac ym mhob cymuned wedyn roedd digwyddiadau fel gigs a gweithgareddau i gydfynd â'r ras.",chydfynd,"Oedd y fflam yn cael ei phasio o un gymuned i'r llall, ac ym mhob cymuned wedyn roedd digwyddiadau fel gigs a gweithgareddau i chydfynd â'r ras.",SM,L,i,AM,3.106169467485909,3.3064403665518123,0.20027089906590323,"[10.72020914895194, 9.796444511413574, 9.325640269688197, 8.873625973292759, 8.399319458007813, 7.879102666037423, 7.372810213906424, 6.617193644387381, 5.747686720745904, 4.971183376227106, 4.477536793851427, 4.1331125097615375, 3.106169467485909]","[10.726329667227608, 9.835758263724191, 9.381295285906111, 8.941756193978446, 8.478570011683873, 7.982687623160226, 7.494717952183315, 6.7620025907244, 5.907114043406078, 5.1417477211781915, 4.660286439902016, 4.3135771129812515, 3.3064403665518123]"
9,goldfish-models/cym_latn_1000mb,"<bound method IndexOpsMixin.item of Unnamed: 0                                                                 9
item                                                                       3
sent_id                                                                    0
source                     https://www.bbc.com/cymrufyw/erthyglau/cx2d29p...
correct_sentence           Oedd y fflam yn cael ei phasio o un gymuned i'...
correct_form                                                            cael
lemma                                                                   cael
mutation_type                                                          no_AM
trigger_type                                                     no_mutation
specific_trigger                                                 no_mutation
token_id                                                                 5.0
prev_word                                                                 yn
incorrect_form                                                         chael
incorrect_sentence         Oedd y fflam yn chael ei phasio o un gymuned i...
num_diffs                                                                  1
incorrect_form_mut_type                                                   AM
Name: 9, dtype: object>",0,cael,"Oedd y fflam yn cael ei phasio o un gymuned i'r llall, ac ym mhob cymuned wedyn roedd digwyddiadau fel gigs a gweithgareddau i gydfynd â'r ras.",chael,"Oedd y fflam yn chael ei phasio o un gymuned i'r llall, ac ym mhob cymuned wedyn roedd digwyddiadau fel gigs a gweithgareddau i gydfynd â'r ras.",no_AM,no_mutation,no_mutation,AM,3.106169467485909,3.4059443099690334,0.29977484248312436,"[10.72020914895194, 9.796444511413574, 9.325640269688197, 8.873625973292759, 8.399319458007813, 7.879102666037423, 7.372810213906424, 6.617193644387381, 5.747686720745904, 4.971183376227106, 4.477536793851427, 4.1331125097615375, 3.106169467485909]","[10.733734212602888, 9.859001813616072, 9.401295157841274, 8.962015342712402, 8.50328415461949, 7.997105598449707, 7.503913811274937, 6.764837901932853, 5.925305404833385, 5.169730964090143, 4.694818774131792, 4.364705283833402, 3.4059443099690334]"
